title,address,url,area,price,distance(km),area_std,price_std,distance_std,max area,20
D老爺推薦x採光明亮精美套房x城隍廟旁,北區-大同路135號,https://rent.591.com.tw/18883210,9,9000,4.6,0.3125,0.2381,0.3279,,
關新關埔埔頂迪卡農獨立洗衣機採光好格局方正變頻冷暖氣,東區-龍山西路,https://rent.591.com.tw/18883259,8,9500,3.3,0.25,0.2619,0.2213,,
金山街金山通風好採光佳簡約大空間,東區-金山北三街,https://rent.591.com.tw/18883605,8,7000,3.7,0.25,0.1429,0.2541,,
【優質套房】金山街後段近園區獨立陽台洗衣機&電梯大樓套房出租,東區-金山二十三街,https://rent.591.com.tw/18883677,7,12000,4.1,0.1875,0.3810,0.2869,,
七月份才能起租*好市多旁*採光優陽台套房*室內機車位*近園區,東區-埔頂一路,https://rent.591.com.tw/18884183,7,12500,3.5,0.1875,0.4048,0.2377,,
近巨城百貨芙洛麗飯店旁獨立陽台大套房,東區-民族路66巷,https://rent.591.com.tw/18884202,10,12000,4.8,0.375,0.3810,0.3443,,
東門國小💛電梯出租套房💛,東區-民族路30巷,https://rent.591.com.tw/18884235,5,6500,4.6,0.0625,0.1190,0.3279,,
近好市多美美1房+1廳/獨立陽台,東區-長春街156巷,https://rent.591.com.tw/18884448,6,18500,3.4,0.125,0.6905,0.2295,,
【獨立陽台】金山街前段近園區獨立陽台採光佳電梯大樓套房出租,東區-金山十一街2巷,https://rent.591.com.tw/18884570,7,9000,3.7,0.1875,0.2381,0.2541,,
【小資族首選】金山街中段瓦斯熱水器適合小資族安靜獨立套房出租,東區-金山北三街,https://rent.591.com.tw/18884661,6,7500,3.7,0.125,0.1667,0.2541,,
近園區高級電梯大樓/屋主直租/景觀優/陽台/附室內機車位,東區-金山北一街,https://rent.591.com.tw/18884806,8,14800,3.7,0.25,0.5143,0.2541,,
金山街大坪數套房、獨立陽台洗衣機、洗澡使用瓦斯、一層兩戶,東區-金山一街,https://rent.591.com.tw/18885158,10,9500,3.7,0.375,0.2619,0.2541,,
金山街中段、優質機能、格局方正、採光通風良好、飲水機垃圾集中,東區-金山十七街,https://rent.591.com.tw/18885163,8,8000,3.7,0.25,0.1905,0.2541,,
近巨城、有電梯、台水台電、獨立洗衣機、獨立流理臺可開伙,東區-自由路95巷18弄,https://rent.591.com.tw/18885224,14,16000,5.9,0.625,0.5714,0.4344,,
【獨洗獨曬】高翠路近園區獨立陽台洗衣機&電梯大樓小資套房出租,東區-高翠路277巷4弄,https://rent.591.com.tw/18885510,7,10000,1.9,0.1875,0.2857,0.1066,,
近大遠百全新電梯一層一戶大套房,北區-愛文街,https://rent.591.com.tw/18885905,15,18000,4.9,0.6875,0.6667,0.3525,,
實PO台電近竹科金山街新傢俱變頻冷氣採光通風佳,東區-金山十七街,https://rent.591.com.tw/18886516,8.5,9000,4.4,0.28125,0.2381,0.3115,,
竹科金山街全新整理秒租新傢俱電變頻冷氣流理台獨立陽台洗衣瓦熱,東區-金山十七街,https://rent.591.com.tw/18886517,9,10500,3.7,0.3125,0.3095,0.2541,,
竹科金山街全新整理秒租新傢俱電變頻冷氣流理台獨立陽台洗衣瓦熱,東區-金山十七街,https://rent.591.com.tw/18886517,9,10500,4.4,0.3125,0.3095,0.3115,,
近竹科金山街台電計價新裝潢變頻冷氣獨立陽台洗衣機,東區-金山十一街2巷53弄,https://rent.591.com.tw/18886524,9,10000,3.8,0.3125,0.2857,0.2623,,
近南清大大遠百台電均價變頻冷氣採光通風佳大坪數,東區-南大路473巷13弄,https://rent.591.com.tw/18886531,9,9000,3.5,0.3125,0.2381,0.2377,,
竹科金山街台電計價採光通風佳新家具陽台洗衣機流理台廁所對外窗,東區-金山二十七街,https://rent.591.com.tw/18886533,9,12000,4.4,0.3125,0.3810,0.3115,,
竹科金山街全新整理新傢俱電變頻冷氣流理台獨立陽台洗衣機,東區-金山北三街,https://rent.591.com.tw/18886534,8.5,10000,3.7,0.28125,0.2857,0.2541,,
近竹科金山街科學園路變頻冷氣免投幣洗衣機瓦斯熱水洗澡免錢,東區-科學園路,https://rent.591.com.tw/18886536,7,5500,2.8,0.1875,0.0714,0.1803,,
實PO竹科金山街台電計價變頻冷氣電梯省錢套房,東區-金山十二街,https://rent.591.com.tw/18886538,7,6500,3.5,0.1875,0.1190,0.2377,,
實PO竹科金山街台電計價省錢變頻冷氣採光通風佳,東區-金山五街,https://rent.591.com.tw/18886540,8,8500,3.4,0.25,0.2143,0.2295,,
金山街金凡斯稀有社區管理雙陽台獨立洗衣機乾濕分離,東區-金山二十三街32巷,https://rent.591.com.tw/18886541,7,11000,4.3,0.1875,0.3333,0.3033,,
首月免租金可租補金山街台電新裝潢獨洗曬流理台,東區-金山九街,https://rent.591.com.tw/18886545,8,13000,3.4,0.25,0.4286,0.2295,,
實PO竹科金山街清交大台電採光通風佳免投幣洗衣機,東區-金山二十八街,https://rent.591.com.tw/18886548,8.5,8500,4.3,0.28125,0.2143,0.3033,,
竹科金山街台電秒殺採光佳變頻冷氣獨立洗衣,東區-金山十八街,https://rent.591.com.tw/18886553,8,9500,4.3,0.25,0.2619,0.3033,,
近竹科金山街清交大台電獨洗獨曬可租補養貓,東區-大學路51巷,https://rent.591.com.tw/18886556,10,16000,1.7,0.375,0.5714,0.0902,,
台電計費竹科金山街變頻冷暖陽台洗衣機流理台採光通風佳瓦熱省錢,東區-金山十九街,https://rent.591.com.tw/18886557,9,13000,4.3,0.3125,0.4286,0.3033,,
台電計費竹科金山街變頻冷暖陽台洗衣機,東區-金山十九街,https://rent.591.com.tw/18886557,9,13000,4.3,0.3125,0.4286,0.3033,,
竹科金山街台電可養貓大坪數沙發室內機車位,東區-金山二十八街,https://rent.591.com.tw/18886558,9,9500,4.3,0.3125,0.2619,0.3033,,
近竹科金山街台積電雙園路台電採光通風佳獨立洗衣陽台附近好停車,東區-園區三路,https://rent.591.com.tw/18886560,8.5,10000,2.3,0.28125,0.2857,0.1393,,
近竹科金山街高翠路清交大系統家具木地板獨立陽台洗衣機變頻冷氣,東區-高翠路327巷8弄,https://rent.591.com.tw/18886561,8.5,12000,2.1,0.28125,0.3810,0.1230,,
實PO竹科金山街清交大可貓木地板採光通風佳,東區-金山一街,https://rent.591.com.tw/18886563,8,8000,3.7,0.25,0.1905,0.2541,,
竹科金山街台電小資族秒殺物件獨洗獨曬電梯,東區-金山二十一街,https://rent.591.com.tw/18886564,8,8500,4.2,0.25,0.2143,0.2951,,
近竹科金山街長春街台電新傢俱變頻冷氣洗脫烘衣機流理台窗台曬衣,東區-長春街118巷,https://rent.591.com.tw/18886569,9,12000,3.3,0.3125,0.3810,0.2213,,
近竹科金山街清交大新莊街大坪數採光通風佳變頻冷氣瓦熱省錢,東區-新莊街,https://rent.591.com.tw/18886574,9,7000,3.3,0.3125,0.1429,0.2213,,
近竹科清大南大校區邊間大套房,東區-明湖路,https://rent.591.com.tw/18886944,7,7500,4.3,0.1875,0.1667,0.3033,,
獨立大陽台、新專屬洗衣機、明亮、通風、寧靜！生活機能佳！,東區-南大路,https://rent.591.com.tw/18887020,8,11500,3.2,0.25,0.3571,0.2131,,
獨家𝓝振興商圈｜電梯美套｜個人洗衣機｜禁寵物｜詳閱介紹,東區-振興路109巷,https://rent.591.com.tw/18887034,6,8000,4.3,0.125,0.1905,0.3033,,
沃盛匯達⭐️北門風華全新裝潢電梯套房5E,北區-北門街,https://rent.591.com.tw/18887160,8.5,9000,4.7,0.28125,0.2381,0.3361,,
%金山街後段流理台獨立陽台洗衣機,東區-金山二十三街,https://rent.591.com.tw/18887564,7,12000,4.1,0.1875,0.3810,0.2869,,
巨城美裝套房/個人洗衣機,北區-經國路二段,https://rent.591.com.tw/18888009,7,10000,5.2,0.1875,0.2857,0.3770,,
金山街*健身套房*近園區*工研院,東區-金山北三街,https://rent.591.com.tw/18888169,6.5,7500,3.7,0.15625,0.1667,0.2541,,
金山金山園區金山街生活機能佳採光佳明亮有電梯可租補,東區-金山二十五街,https://rent.591.com.tw/18888351,7,8500,4.1,0.1875,0.2143,0.2869,,
中華大學可養貓~專人倒垃圾!,香山區-茄冬路27巷,https://rent.591.com.tw/18888425,6,4200,8.7,0.125,0.0095,0.6639,,
金山金山街清交大園區家具齊全溫馨分離式冷氣獨立洗衣機公設廚房,東區-金山二十三街,https://rent.591.com.tw/18888474,8,9500,4.1,0.25,0.2619,0.2869,,
金山金山街明亮簡約優質套房,東區-金山街,https://rent.591.com.tw/18888478,8,11000,3.7,0.25,0.3333,0.2541,,
實PO｜近竹科可寵一房一廳採光對外窗獨立滾筒洗脫烘,東區-民有街,https://rent.591.com.tw/18888490,10,16000,2.9,0.375,0.5714,0.1885,,
【小資族首選】民享街近園區&清交大小資族電梯大樓獨立套房出租,東區-民享街,https://rent.591.com.tw/18888796,6,7800,2.9,0.125,0.1810,0.1885,,
高翠優質8坪套房,東區-高翠路365號,https://rent.591.com.tw/18889021,8,7500,2.1,0.25,0.1667,0.1230,,
沃盛匯達⭐️北門風華全新裝潢電梯套房5B,北區-北門街27號,https://rent.591.com.tw/18889156,8,9000,4.4,0.25,0.2381,0.3115,,
1+1超大套房，3分進園區5分到火車站,東區-西大路,https://rent.591.com.tw/18889387,16,13000,4.1,0.75,0.4286,0.2869,,
中華大學～套房出租,香山區-明湖路三巷10號,https://rent.591.com.tw/18889405,7,5000,4.6,0.1875,0.0476,0.3279,,
元培大學優值套房出租,香山區-芝柏五街17號,https://rent.591.com.tw/18889468,10,5000,7.2,0.375,0.0476,0.5410,,
金山金山街超省超通風廁所有對外窗,東區-金山二十六街,https://rent.591.com.tw/18890997,10,7500,4.1,0.375,0.1667,0.2869,,
近新竹大遠百。景觀樓中樓。歡迎洽詢,北區-中山路,https://rent.591.com.tw/18891303,13,15000,4.6,0.5625,0.5238,0.3279,,
實PO竹科園區/報稅租補/採光小資電梯,東區-金山十一街,https://rent.591.com.tw/18891329,6,8500,3.4,0.125,0.2143,0.2295,,
垃圾集中處理📍採光通風超讚📍格局方正📍飲水機,東區-金山二十八街,https://rent.591.com.tw/18891543,8,8000,4.3,0.25,0.1905,0.3033,,
獨立洗衣機📍可租屋補助📍採光通風超讚📍分離式冷氣,東區-南大路,https://rent.591.com.tw/18891550,9,14800,3.2,0.3125,0.5143,0.2131,,
垃圾集中🐳飲水機🐳格局方正🐳網路、第四台,東區-東山街60巷,https://rent.591.com.tw/18891554,6,7500,3.3,0.125,0.1667,0.2213,,
垃圾集中🐳飲水機🐳格局方正🐳獨立曬衣陽台🐳獨立洗衣機,北區-仁德街,https://rent.591.com.tw/18891559,15,17500,4.5,0.6875,0.6429,0.3197,,
家具齊全✨採光一房一廳✨戶數單純✨台水電✨黃金地段✨平車,東區-埔頂一路,https://rent.591.com.tw/18891565,12,25000,3.5,0.5,1.0000,0.2377,,
大學城明亮大套房出租,香山區-至善街35巷,https://rent.591.com.tw/18891800,9,5300,8.6,0.3125,0.0619,0.6557,,
實PO竹科園區/採光租補報稅/室內機車位,東區-金山十一街,https://rent.591.com.tw/18891887,6,9900,3.4,0.125,0.2810,0.2295,,
竹科靜心湖旁全新電梯陽台大套房,東區-科學園路162巷3弄,https://rent.591.com.tw/18892065,7,20000,3,0.1875,0.7619,0.1967,,
實PO｜金山街大坪數獨立陽台洗曬衛浴乾濕分離,東區-金山十街,https://rent.591.com.tw/18892409,12,17000,3.4,0.5,0.6190,0.2295,,
近中央路巨城＊可養貓景觀大套房＊獨立洗衣機,東區-東大路一段,https://rent.591.com.tw/18893331,12,14000,4.8,0.5,0.4762,0.3443,,
近中央路巨城＊可養貓電梯套房*獨立洗衣機,東區-東大路一段,https://rent.591.com.tw/18893332,12,14000,4.8,0.5,0.4762,0.3443,,
金山街高級套房（近園區）,東區-金山北一街,https://rent.591.com.tw/18893432,5,8000,3.7,0.0625,0.1905,0.2541,,
金山23街電梯套房個人洗衣機,東區-金山二十三街,https://rent.591.com.tw/18894560,9,12000,4.1,0.3125,0.3810,0.2869,,
室內機車位一級變頻冷暖150M高速網路可養寵一房一廳流理台,東區-民有街,https://rent.591.com.tw/18895181,10,16000,2.9,0.375,0.5714,0.1885,,
金山金山街光復星巴克屈臣氏近全聯溫馨典雅大坪數空間很好用,東區-金山街,https://rent.591.com.tw/18895298,9,10000,3.7,0.3125,0.2857,0.2541,,
金山街近竹科簡約風格大面採光佳通風良好分離式冷氣,東區-金山六街,https://rent.591.com.tw/18895334,7,8500,3.3,0.1875,0.2143,0.2213,,
金山街光復星巴克生活機能好溫馨典雅採光好大空間大浴室有對外窗,東區-金山街,https://rent.591.com.tw/18895401,7,9000,3.7,0.1875,0.2381,0.2541,,
金山社區金山街金山清大交大竹科園區五星級套房,東區-金山二十八街,https://rent.591.com.tw/18895430,8,8500,4.3,0.25,0.2143,0.3033,,
金山街金山全聯光復星巴克生活機能好溫馨典雅,東區-金山街,https://rent.591.com.tw/18895445,8,9000,3.7,0.25,0.2381,0.2541,,
近巨城-晶鑽-全新整理樓中樓大套房,東區-經國路一段,https://rent.591.com.tw/18895994,14,17000,6,0.625,0.6190,0.4426,,
近園區機能套房/屋況佳,東區-科學園路,https://rent.591.com.tw/18896113,5,6000,2.8,0.0625,0.0952,0.1803,,
租近園區.獨立套房.附陽台,東區-明湖路1050巷,https://rent.591.com.tw/18896192,7,6500,4.3,0.1875,0.1190,0.3033,,
近南大路寬敞舒適大套房有機車位,北區-南大路,https://rent.591.com.tw/18896357,10,8500,4.5,0.375,0.2143,0.3197,,
租巨城旁.屋況極新附陽台洗衣機,東區-中央路245巷,https://rent.591.com.tw/18896611,15,15000,5.9,0.6875,0.5238,0.4344,,
實PO竹科園區/舒適樓中樓/好事多機能便利,東區-埔頂一路,https://rent.591.com.tw/18896657,15,20000,3.5,0.6875,0.7619,0.2377,,
全新傢俱，近空軍醫院旁。貓咪友善，電梯套房,北區-中正路419巷6號,https://rent.591.com.tw/18896842,6,8500,6,0.125,0.2143,0.4426,,
長春街精緻裝潢景觀套房(面公園),東區-長春街,https://rent.591.com.tw/18897158,4.5,8800,3.2,0.03125,0.2286,0.2131,,
61快速道路旁1+1房1廳1廚,香山區-香北一路,https://rent.591.com.tw/18898529,16,19500,9.2,0.75,0.7381,0.7049,,
61快速道路旁1+1房1廳1廚,香山區-香北一路,https://rent.591.com.tw/18898529,16,19500,8.6,0.75,0.7381,0.6557,,
社會住宅可租補-獨立大套房/家俱電全,香山區-至善街37巷,https://rent.591.com.tw/18898717,6.2,7000,8.6,0.1375,0.1429,0.6557,,
社會住宅可租補-獨立大套房/家俱電全,北區-經國路二段,https://rent.591.com.tw/18898717,13.8,14500,5.2,0.6125,0.5000,0.3770,,
竹科大門｜機能優｜採買方便,東區-光復路一段,https://rent.591.com.tw/18898754,8,8000,3.1,0.25,0.1905,0.2049,,
竹科大門｜機能優｜採買方便｜,東區-光復路一段,https://rent.591.com.tw/18898754,6,5500,3.1,0.125,0.0714,0.2049,,
"套房出租,近園區",東區-長春街,https://rent.591.com.tw/18899145,4,4000,3.2,0,0.0000,0.2131,,
近園區可寵物套房/垃圾處理/個人洗衣機,東區-安康街,https://rent.591.com.tw/18899443,7,7800,3.5,0.1875,0.1810,0.2377,,
大遠百電梯採光套房/可開伙,東區-南門街,https://rent.591.com.tw/18899479,6,6500,3.8,0.125,0.1190,0.2623,,
"單人套房,近園區、清大、交大",東區-長春街150巷,https://rent.591.com.tw/18899532,5,6000,3.2,0.0625,0.0952,0.2131,,
中正路市政府旁近火車站精裝優質大套房出租,北區-中正路,https://rent.591.com.tw/18899666,10,11500,5.5,0.375,0.3571,0.4016,,
鄰近竹科.金山商圈/獨立洗衣機.室內停機車,東區-介壽路,https://rent.591.com.tw/18900162,8,16000,3.1,0.25,0.5714,0.2049,,
金山商圈/小資套房.分離式冷氣,東區-金山二十七街,https://rent.591.com.tw/18900169,5,7000,4.4,0.0625,0.1429,0.3115,,
🌟市區火車站大遠百全新整理小豪宅🌟,東區-林森路,https://rent.591.com.tw/18900352,7.1,15000,4.3,0.19375,0.5238,0.3033,,
👉科學園區小資族電梯套房/清交大,東區-民享街,https://rent.591.com.tw/18900673,6,7600,2.9,0.125,0.1714,0.1885,,
金山前段獨立陽臺/全新家電個人洗衣機,東區-金山九街,https://rent.591.com.tw/18901293,8,12000,3.4,0.25,0.3810,0.2295,,
Mycity/飯店式管理/鄰近巨城,東區-中央路,https://rent.591.com.tw/18901318,12,15000,5.1,0.5,0.5238,0.3689,,
⭐近竹科園區、好市多商圈、新莊車站商圈⭐,東區-埔頂一路161巷,https://rent.591.com.tw/18902072,6,15000,3.7,0.125,0.5238,0.2541,,
⭐近巨城大遠百商圈、新竹火車站、竹科園區⭐,北區-經國路二段,https://rent.591.com.tw/18902077,8,13500,5.2,0.25,0.4524,0.3770,,
⭐近竹科園區、金山街美食商圈、好市多商圈、新莊車站商圈⭐,東區-金山二十八街,https://rent.591.com.tw/18902084,8,8000,4.3,0.25,0.1905,0.3033,,
全新裝潢元培玄奘走3分鐘到校獨立陽台廚房,香山區-元培街277巷,https://rent.591.com.tw/18902611,8,5300,8.9,0.25,0.0619,0.6803,,
民宿渡假風單人套房-房東自租,東區-金山街37號,https://rent.591.com.tw/18902700,5,6500,3.3,0.0625,0.1190,0.2213,,
金山金山街清交園區溫馨分離式冷氣獨立陽台洗衣機,東區-金山十八街,https://rent.591.com.tw/18902999,7.5,7500,4.3,0.21875,0.1667,0.3033,,
5年新樓中樓👫近竹科好市多適合情侶小家庭❤️陽台電梯車位,東區-埔頂一路,https://rent.591.com.tw/18903117,14,23000,3.5,0.625,0.9048,0.2377,,
中央路近巨城百貨旁7/1號起租,北區-中央路,https://rent.591.com.tw/18903125,7,14999,5.1,0.1875,0.5238,0.3689,,
經國路一段近民生路~光華東街大套房出租,北區-光華一街,https://rent.591.com.tw/18903144,17,13999,6.4,0.8125,0.4761,0.4754,,
近民生路三民路民權路巨城百貨機械平移車位,北區-中央路245巷,https://rent.591.com.tw/18903148,18,21999,5.6,0.875,0.8571,0.4098,,
民生路~三民路民權路巨城百貨旁機械平移車位,北區-中央路245巷58號,https://rent.591.com.tw/18903160,18,21999,5.6,0.875,0.8571,0.4098,,
東大路一段近中央路巨城百貨旁可貓咪,東區-東大路一段132號,https://rent.591.com.tw/18903162,12,13999,5,0.5,0.4761,0.3607,,
經國路二段高樓層優質樓中樓套房出租,北區-北新街,https://rent.591.com.tw/18903178,16,17999,4.8,0.75,0.6666,0.3443,,
~豪哥出擊~市中心~精選套房~真舒適,北區-經國路二段,https://rent.591.com.tw/18903768,7,8500,5.2,0.1875,0.2143,0.3770,,
萬元內大坪數浴廁對外窗室內機車位變頻冷氣採光好小資電梯套房,東區-金山七街,https://rent.591.com.tw/18903825,6.5,8000,3.3,0.15625,0.1905,0.2213,,
實PO竹科園區/採光租補報稅便利/室內機車位窗型變頻冷氣,東區-金山七街,https://rent.591.com.tw/18903936,6,8000,3.3,0.125,0.1905,0.2213,,
L竹科精選-金山東街-小資獨立房,東區-金山東三街,https://rent.591.com.tw/18903959,5,6500,4.5,0.0625,0.1190,0.3197,,
L竹科-金山街-採光小資房,東區-光復路一段89巷,https://rent.591.com.tw/18903971,5,6500,4.2,0.0625,0.1190,0.2951,,
近園區．含網四水．適學生、上班族,東區-食品路,https://rent.591.com.tw/18904047,7,7000,3.1,0.1875,0.1429,0.2049,,
實PO｜金山街採光對外窗裝潢新衛浴對外窗電梯套房,東區-金山七街,https://rent.591.com.tw/18904140,7,8000,3.3,0.1875,0.1905,0.2213,,
竹科優質套房出租,東區-金山北三街98號,https://rent.591.com.tw/18904190,7,6300,3.8,0.1875,0.1095,0.2623,,
🌹竹科首選｜精美挑高樓中樓｜含管,東區-埔頂一路,https://rent.591.com.tw/18904406,12,23000,3.5,0.5,0.9048,0.2377,,
C竹科｜獨立陽台洗衣機150M網｜流理臺機車位,東區-金山二十三街,https://rent.591.com.tw/18905900,6.5,12000,4.1,0.15625,0.3810,0.2869,,
近園區後站食品路全新優質獨立陽台套房,東區-東南街210巷1弄,https://rent.591.com.tw/7705307,7,9600,2.8,0.1875,0.2667,0.1803,,
